Clave;Nit;Cliente;Corp;Fecha Fact;Mes;Ano;Factura;APT;Codigo;Codigo Articulo;Descripcion;Color;Segmento;Ancho;Gramaje;Linea;Tecnologia;U.M.;Cantidad;Kilos;Kilos Teoricos;Tipo Factura;Importe;IVA;Flete;Mon;Rate;Dlrs;Dlrs Provision;Precio Promedio;M2;USD_M2;Diferencia;Fecha Cont;Cuenta;Total Cuenta;Segmento Item;Mercado Item;Linea Item;Retefuente;Pais;Trade;Clave Inventario;Ano_SO;CS Analyst;Ejecutivo;Cod3;Price List;NC Observaciones;Vitality Index;Vitality Creation Date;Vitality Update Date;
9290;100000001;KIMBERLY CLARK PERU S.R.L.;KIMBERLY CLARK;09/11/2022;9;2022;99505;APT47099;11606CO3;11606CO300230MIP;SS 11,6 GSM BLANCO   230 MM;BLANCO;HYGIENE;230;11.6;3;SS;M2;406481;4715.18;4715.18;CAL FACTURAS EXT;17153.5;0;0;USD;4365.32;17153.5;17153.5;3.64;406481;.0422;0;09/11/2022;352.119903.41204815.000000.H02.000;74880517;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;;Perú;EXPO;MIP11606230;;ARBELAEZA;MARIA VARGAS;MIP;CO KC PERU;;2;18-NOV-21;18-NOV-21;
9290;100000001;KIMBERLY CLARK PERU S.R.L.;KIMBERLY CLARK;09/12/2022;9;2022;99509;APT47104;11606CO3;11606CO300230MIP;SS 11,6 GSM BLANCO   230 MM;BLANCO;HYGIENE;230;11.6;3;SS;M2;756332;8773.45;8773.45;CAL FACTURAS EXT;31917.21;0;0;USD;4365.32;31917.21;31917.21;3.64;756332;.0422;0;09/12/2022;352.119903.41204815.000000.H02.000;139328835;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;;Perú;EXPO;MIP11606230;;ARBELAEZA;MARIA VARGAS;MIP;CO KC PERU;;2;18-NOV-21;18-NOV-21;
9290;100000001;KIMBERLY CLARK PERU S.R.L.;KIMBERLY CLARK;09/12/2022;9;2022;99509;APT47104;11606CO3;11606CO300198MIP;SS 11,6 GSM BLANCO   198 MM;BLANCO;HYGIENE;198;11.6;3;SS;M2;301834;3501.27;3501.27;CAL FACTURAS EXT;12737.39;0;0;USD;4365.32;12737.39;12737.39;3.64;301834;.0422;0;09/12/2022;352.119903.41204815.000000.H02.000;55602783;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;;Perú;EXPO;MIP11606198;;ARBELAEZA;MARIA VARGAS;MIP;CO KC PERU;;2;18-NOV-21;18-NOV-21;
9290;100000001;KIMBERLY CLARK PERU S.R.L.;KIMBERLY CLARK;09/12/2022;9;2022;99516;APT47112;11606CO3;11606CO300198MIP;SS 11,6 GSM BLANCO   198 MM;BLANCO;HYGIENE;198;11.6;3;SS;M2;301834;3501.27;3501.27;CAL FACTURAS EXT;12737.39;0;0;USD;4365.32;12737.39;12737.39;3.64;301834;.0422;0;09/12/2022;352.119903.41204815.000000.H02.000;55602783;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;;Perú;EXPO;MIP11606198;;ARBELAEZA;MARIA VARGAS;MIP;CO KC PERU;;2;18-NOV-21;18-NOV-21;
9290;100000001;KIMBERLY CLARK PERU S.R.L.;KIMBERLY CLARK;09/12/2022;9;2022;99516;APT47112;11606CO3;11606CO300230MIP;SS 11,6 GSM BLANCO   230 MM;BLANCO;HYGIENE;230;11.6;3;SS;M2;756332;8773.45;8773.45;CAL FACTURAS EXT;31917.21;0;0;USD;4365.32;31917.21;31917.21;3.64;756332;.0422;0;09/12/2022;352.119903.41204815.000000.H02.000;139328835;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;;Perú;EXPO;MIP11606230;;ARBELAEZA;MARIA VARGAS;MIP;CO KC PERU;;2;18-NOV-21;18-NOV-21;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/08/2022;9;2022;99486;APT47081;00150CO3;00150CO300172SPC;SS 11.6 GSM BLANCO   ST 172 MM;BLANCO;HYGIENE;172;11.6;3;SS;M2;1007047;11681.75;11681.75;CAL FACTURAS EXT;41893.16;0;0;USD;4446.36;41893.16;41893.16;3.59;1007047;.0416;0;09/08/2022;352.119903.41204815.000000.H02.000;186272071;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150172;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/14/2022;9;2022;99543;APT47131;00148CO1;00148CO100212SPC;SMS 50 GSM BLANCO   212 MM;BLANCO;HYGIENE;212;50;1;SMS;M2;239404;11970.2;11970.2;CAL FACTURAS EXT;44840.37;0;0;USD;4413.89;44840.37;44840.37;3.75;239404;.1873;0;09/14/2022;352.119901.41204815.000000.H02.000;197920461;HY NONWOVEN;HYN BABY;HYNBA BACK EAR;;Costa Rica;EXPO;SPC148212;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;10-JUL-17;10-JUL-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/15/2022;9;2022;99544;APT47132;00150CO3;00150CO300183SPC;SS 11.6 GSM blanco   ST 183 MM;BLANCO;HYGIENE;183;11.6;3;SS;M2;153860;1784.78;1784.78;CAL FACTURAS EXT;6400.58;0;0;USD;4389.8;6400.58;6400.58;3.59;153860;.0416;0;09/15/2022;352.119903.41204815.000000.H02.000;28097266;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150183;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/15/2022;9;2022;99544;APT47132;00148CO1;00148CO100165SPC;SMS 50 GSM BLANCO   165 MM;BLANCO;HYGIENE;165;50;1;SMS;M2;10394;519.7;519.7;CAL FACTURAS EXT;1946.8;0;0;USD;4389.8;1946.8;1946.8;3.75;10394;.1873;0;09/15/2022;352.119901.41204815.000000.H02.000;8546063;HY NONWOVEN;HYN BABY;HYNBA BACK EAR;;Costa Rica;EXPO;SPC148165;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;10-JUL-17;10-JUL-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/15/2022;9;2022;99544;APT47132;00150CO3;00150CO300172SPC;SS 11.6 GSM BLANCO   ST 172 MM;BLANCO;HYGIENE;172;11.6;3;SS;M2;560153;6497.77;6497.77;CAL FACTURAS EXT;23302.36;0;0;USD;4389.8;23302.36;23302.36;3.59;560153;.0416;0;09/15/2022;352.119903.41204815.000000.H02.000;102292700;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150172;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/15/2022;9;2022;99544;APT47132;01406CO1;01406CO100182CPP;SMS 15 GSM BLANCO   182 MM;BLANCO;HYGIENE;182;15;1;SMS;M2;53505;802.58;802.58;CAL FACTURAS EXT;3071.19;0;0;USD;4389.8;3071.19;3071.19;3.83;53505;.0574;0;09/15/2022;352.119901.41204815.000000.H02.000;13481910;HY NONWOVEN;HYN BABY;HYNBA LEG CUFF;;Costa Rica;EXPO;CPP1406182;;ARBELAEZA;MARIA VARGAS;CPP;CO KC COSTA RICA;;2;20-SEP-18;20-SEP-18;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/15/2022;9;2022;99544;APT47132;00150CO3;00150CO300183SPC;SS 11.6 GSM blanco   ST 183 MM;BLANCO;HYGIENE;183;11.6;3;SS;M2;226969;2632.84;2632.84;CAL FACTURAS EXT;9441.91;0;0;USD;4389.8;9441.91;9441.91;3.59;226969;.0416;0;09/15/2022;352.119903.41204815.000000.H02.000;41448097;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150183;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/15/2022;9;2022;99547;APT47139;00150CO3;00150CO300172SPC;SS 11.6 GSM BLANCO   ST 172 MM;BLANCO;HYGIENE;172;11.6;3;SS;M2;75620;877.19;877.19;CAL FACTURAS EXT;3145.79;0;0;USD;4389.8;3145.79;3145.79;3.59;75620;.0416;0;09/15/2022;352.119903.41204815.000000.H02.000;13809389;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150172;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/15/2022;9;2022;99547;APT47139;00150CO3;00150CO300183SPC;SS 11.6 GSM blanco   ST 183 MM;BLANCO;HYGIENE;183;11.6;3;SS;M2;979539;11362.65;11362.65;CAL FACTURAS EXT;40748.82;0;0;USD;4389.8;40748.82;40748.82;3.59;979539;.0416;0;09/15/2022;352.119903.41204815.000000.H02.000;178879170;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150183;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/23/2022;9;2022;99619;APT47197;00150CO3;00150CO300172SPC;SS 11.6 GSM BLANCO   ST 172 MM;BLANCO;HYGIENE;172;11.6;3;SS;M2;262565;3045.75;3045.75;CAL FACTURAS EXT;10922.7;0;0;USD;4379.8;10922.7;10922.7;3.59;262565;.0416;0;09/23/2022;352.119903.41204815.000000.H02.000;47839241;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150172;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/23/2022;9;2022;99619;APT47197;00150CO3;00150CO300128SPC;SS 11.6 GSM BLANCO   ST  128 MM;BLANCO;HYGIENE;128;11.6;3;SS;M2;66730;774.07;774.07;CAL FACTURAS EXT;2775.97;0;0;USD;4379.8;2775.97;2775.97;3.59;66730;.0416;0;09/23/2022;352.119903.41204815.000000.H02.000;12158193;HY NONWOVEN;HYN BABY;HYNAI TOPSHEET;;Costa Rica;EXPO;SPC150128;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/23/2022;9;2022;99619;APT47197;00150CO3;00150CO300183SPC;SS 11.6 GSM blanco   ST 183 MM;BLANCO;HYGIENE;183;11.6;3;SS;M2;260840;3025.74;3025.74;CAL FACTURAS EXT;10850.94;0;0;USD;4379.8;10850.94;10850.94;3.59;260840;.0416;0;09/23/2022;352.119903.41204815.000000.H02.000;47524947;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150183;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/23/2022;9;2022;99619;APT47197;00148CO1;00148CO100212SPC;SMS 50 GSM BLANCO   212 MM;BLANCO;HYGIENE;212;50;1;SMS;M2;51186;2559.3;2559.3;CAL FACTURAS EXT;9587.14;0;0;USD;4379.8;9587.14;9587.14;3.75;51186;.1873;0;09/23/2022;352.119901.41204815.000000.H02.000;41989756;HY NONWOVEN;HYN BABY;HYNBA BACK EAR;;Costa Rica;EXPO;SPC148212;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;10-JUL-17;10-JUL-17;
159754;100000002;KIMBERLY-CLARK COSTA RICA LTDA.;KIMBERLY CLARK;09/23/2022;9;2022;99619;APT47197;00150CO3;00150CO300155SPC;SS 11.6 GSM BLANCO   ST 155 MM;BLANCO;HYGIENE;155;11.6;3;SS;M2;207605;2408.22;2408.22;CAL FACTURAS EXT;8636.37;0;0;USD;4379.8;8636.37;8636.37;3.59;207605;.0416;0;09/23/2022;352.119903.41204815.000000.H02.000;37825573;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Costa Rica;EXPO;SPC150155;;ARBELAEZA;MARIA VARGAS;SPC;CO KC COSTA RICA;;;23-FEB-17;23-FEB-17;
9354;100000010;DEXX MEDICAL INDUSTRIES C.A.;NO CORPORATIVOS;09/17/2022;9;2022;99564;APT47150;01035CO1;01035CO100400DMI;SMS 35 GSM AZUL 6183   400 MM;AZUL 6183;MEDICAL;400;35;1;SMS;M2;23323;816.31;816.31;CAL FACTURAS EXT;3062.31;0;0;USD;4435.84;3062.31;3062.31;3.75;23323;.1313;0;09/17/2022;352.119901.41204815.000000.S06.000;13583917;SP OTHER INDUSTRIAL;SOI OTHER TECHNICAL NW;SOINW OTHER;;Venezuela;EXPO;DMI1035400;;ISAJARA;FABIO DIAZ;DMI;CO DEXX;;2;28-FEB-22;28-FEB-22;
9354;100000010;DEXX MEDICAL INDUSTRIES C.A.;NO CORPORATIVOS;09/17/2022;9;2022;99564;APT47150;01035CO1;01035CO102000DMI;SMS 35 GSM AZUL 6183   2000 MM;AZUL 6183;MEDICAL;2000;35;1;SMS;M2;116616;4081.56;4081.56;CAL FACTURAS EXT;15311.68;0;0;USD;4435.84;15311.68;15311.68;3.75;116616;.1313;0;09/17/2022;352.119901.41204815.000000.S06.000;67920163;SP OTHER INDUSTRIAL;SOI OTHER TECHNICAL NW;SOINW OTHER;;Venezuela;EXPO;DMI10352000;;ISAJARA;FABIO DIAZ;DMI;CO DEXX;;2;28-FEB-22;01-MAR-22;
9354;100000010;DEXX MEDICAL INDUSTRIES C.A.;NO CORPORATIVOS;09/17/2022;9;2022;99564;APT47150;01035CO1;01035CO101950DMI;SMS 35 GSM AZUL 6183   1950 MM;AZUL 6183;MEDICAL;1950;35;1;SMS;M2;113700;3979.5;3979.5;CAL FACTURAS EXT;14928.81;0;0;USD;4435.84;14928.81;14928.81;3.75;113700;.1313;0;09/17/2022;352.119901.41204815.000000.S06.000;66221813;SP OTHER INDUSTRIAL;SOI OTHER TECHNICAL NW;SOINW OTHER;;Venezuela;EXPO;DMI10351950;;ISAJARA;FABIO DIAZ;DMI;CO DEXX;;2;28-FEB-22;28-FEB-22;
20926;100000093;PULPLUS C.A.;OTHER HYG;09/11/2022;9;2022;99506;APT47083;12101CO3;12101CO300320PUL;SS 12 GSM BLANCO   SP 100 ancho 320 MM;BLANCO;HYGIENE;320;12;3;SS;M2;406912;4882.94;4882.94;CAL FACTURAS EXT;19694.54;0;0;USD;4365.32;19694.54;19694.54;4.03;406912;.0484;0;09/11/2022;352.119903.41204815.000000.H02.000;85972969;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;;Venezuela;EXPO;PUL12101320;;ARBELAEZA;FABIO DIAZ;PUL;CO PULPLUS;;2;08-AGO-22;08-AGO-22;
20926;100000093;PULPLUS C.A.;OTHER HYG;09/11/2022;9;2022;99506;APT47083;10163CO3;10163CO300240PUL;SS 10 GSM BLANCO   ST  240 MM  NG;BLANCO;HYGIENE;240;10;3;SS;M2;531576;5315.76;5315.76;CAL FACTURAS EXT;22485.66;0;0;USD;4365.32;22485.66;22485.66;4.23;531576;.0423;0;09/11/2022;352.119903.41204815.000000.H02.000;98157101;HY NONWOVEN;HYN BABY;HYNBA CORE WRAP;;Venezuela;EXPO;PUL10163240;;ARBELAEZA;FABIO DIAZ;PUL;CO PULPLUS;;2;08-AGO-22;08-AGO-22;
176400;100000144;BERRY GLOBAL INC.;INTERCOMPANY;09/14/2022;9;2022;6266;;;;Withholding tax - Interest Loan Sep-22;;;;;;;KG;-1;0;;CAL NC DEVOL EXT;-777.77;0;0;USD;4413.89;-777.77;-777.77;0;0;0;;09/14/2022;352.000000.531520.000000.A00.000;-3432991;;;;;Estados Unidos;EXPO;;;;MARIA VARGAS;;;;;;;
176400;100000144;BERRY GLOBAL INC.;INTERCOMPANY;09/14/2022;9;2022;6267;;;;Withholding tax - Interest Loan Sep-22;;;;;;;KG;-1;0;;CAL NC DEVOL EXT;-1217.38;0;0;USD;4413.89;-1217.38;-1217.38;0;0;0;;09/14/2022;352.000000.531520.000000.A00.000;-5373381;;;;;Estados Unidos;EXPO;;;;MARIA VARGAS;;;;;;;
176400;100000144;BERRY GLOBAL INC.;INTERCOMPANY;09/14/2022;9;2022;99536;;;;Loan interest of Sep/22 (Loan No ´04009361845);;;;;;;KG;1;1;;CAL FACTURAS EXT;2592.57;0;0;USD;4413.89;2592.57;2592.57;2592.57;0;0;;09/14/2022;352.000000.42109530.000000.A00.000;11443319;;;;;Estados Unidos;EXPO;;;;MARIA VARGAS;;;;;;;
176400;100000144;BERRY GLOBAL INC.;INTERCOMPANY;09/14/2022;9;2022;99537;;;;Loan interest of Sep/22 (Loan No ´04009362064);;;;;;;KG;1;1;;CAL FACTURAS EXT;4057.93;0;0;USD;4413.89;4057.93;4057.93;4057.93;0;0;;09/14/2022;352.000000.42109530.000000.A00.000;17911257;;;;;Estados Unidos;EXPO;;;;MARIA VARGAS;;;;;;;
9990;805009200-8;MAINCO HEALTH CARE S.A.S.;MAINCO HC;09/14/2022;9;2022;99532;APT47121;50618CO1;50618CO102170MAI;SMS 50 GSM AZUL 6183   2170 MM;AZUL 6183;MEDICAL;2170;50;1;SMS;M2;92962;4648.1;4648.1;CAL FACTURAS NAL;68318703;12980554;0;COP;4413.89;15478.12;15478.12;3.33;92962;.1665;0;09/14/2022;352.119901.41204810.000000.M02.000;68318703;HC NONWOVEN;HCN OR SURGERY;HCNOS STANDARD SURGICAL GOWNS;-1707968;Colombia;LOCAL;MAI506182170;;ISAJARA;FABIO DIAZ;MAI;CO MAINCO;TRM del día 14 de SEPT de 2022: $ 4.413,89;2;09-SEP-22;09-SEP-22;
9990;805009200-8;MAINCO HEALTH CARE S.A.S.;MAINCO HC;09/15/2022;9;2022;99546;APT47128;05379CO1;05379CO101965MAI;SMS 35 GSM AZUL 666   ANCHO 1965 MM;AZUL 666;MEDICAL;1965;35;1;SMS;M2;231007;8085.25;8085.25;CAL FACTURAS NAL;118190111;22456121;0;COP;4389.8;26923.8;26923.8;3.33;231007;.1165;0;09/15/2022;352.119901.41204810.000000.M02.000;118190111;HC NONWOVEN;HCN OR SURGERY;HCNOS STANDARD SURGICAL GOWNS;-2954753;Colombia;LOCAL;MAI53791965;;ISAJARA;FABIO DIAZ;MAI;CO MAINCO;TRM del día Jueves 15 de Septiembre de 2022:    $4.389,80;;23-FEB-17;23-FEB-17;
9990;805009200-8;MAINCO HEALTH CARE S.A.S.;MAINCO HC;09/15/2022;9;2022;99546;APT47128;05379CO1;05379CO100420MAI;SMS 35 GSM AZUL 666   ANCHO 420 MM;AZUL 666;MEDICAL;420;35;1;SMS;M2;26271;919.49;919.49;CAL FACTURAS NAL;13441032;2553796;0;COP;4389.8;3061.88;3061.88;3.33;26271;.1165;0;09/15/2022;352.119901.41204810.000000.M02.000;13441032;HC NONWOVEN;HCN OR SURGERY;HCNOS STANDARD SURGICAL GOWNS;-336026;Colombia;LOCAL;MAI5379420;;ISAJARA;FABIO DIAZ;MAI;CO MAINCO;TRM del día Jueves 15 de Septiembre de 2022:    $4.389,80;;23-FEB-17;23-FEB-17;
9990;805009200-8;MAINCO HEALTH CARE S.A.S.;MAINCO HC;09/15/2022;9;2022;99549;APT47137;05428CO1;05428CO100420MAI;SMS 30 GSM AZUL 666   420 MM;AZUL 666;MEDICAL;420;30;1;SMS;M2;22680;680.4;680.4;CAL FACTURAS NAL;9946087;1889757;0;COP;4389.8;2265.73;2265.73;3.33;22680;.0999;0;09/15/2022;352.119901.41204810.000000.M02.000;9946087;HC NONWOVEN;HCN OR SURGERY;HCNOS STANDARD SURGICAL GOWNS;-248652;Colombia;LOCAL;MAI5428420;;ISAJARA;FABIO DIAZ;MAI;CO MAINCO;TRM 4389,8 15SEP-22;;09-AGO-19;09-AGO-19;
